Classifier1,Classifier2,Classifier3,Classifier4,LeadSpecies,Vol0,Vol1,Vol2,Vol3,Vol4,Vol5,Vol6,Vol7,Vol8,Vol9,Vol10,Vol11,Vol12,Vol13,Vol14,Vol15,Vol16,Vol17,Vol18,Vol19,Vol20
NFFGB_mineral,A,mineral,YC6,NFFGB_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFFGB_mineral,A,peat,YC6,NFFGB_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFCBmix_mineral,A,mineral,YC10,NFCBmix_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFCBmix_mineral,A,peat,YC10,NFCBmix_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFOC_mineral,A,mineral,YC10,NFOC_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFOC_mineral,A,peat,YC10,NFOC_mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFPine_peat,A,mineral,YC12_20,NFPine_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFPine_peat,A,mineral,YC4_12,NFPine_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFPine_peat,A,peat,YC12_20,NFPine_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFPine_peat,A,peat,YC4_12,NFPine_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,mineral,YC4_12,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,mineral,YC13_16,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,mineral,YC17_20,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,mineral,YC20_24,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,mineral,YC24_30,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,peat,YC4_12,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,peat,YC13_16,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,peat,YC17_20,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,peat,YC20_24,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSitka_peat,A,peat,YC24_30,NFSitka_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSGB_peat,A,mineral,YC6,NFSGB_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFSGB_peat,A,peat,YC6,NFSGB_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFFGB_peat,A,mineral,YC6,NFFGB_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFFGB_peat,A,peat,YC6,NFFGB_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFCBmix_peat,A,mineral,YC10,NFCBmix_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFCBmix_peat,A,peat,YC10,NFCBmix_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFOC_peat,A,mineral,YC10,NFOC_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFOC_peat,A,peat,YC10,NFOC_peat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
